Compound,Concentration,Hour,Species,Variant,Value
GW2580,20000.00,48,Human,hWT,1577.439833
GW2580,6666.67,48,Human,hWT,1032.234531
GW2580,2222.22,48,Human,hWT,603.937357
GW2580,740.74,48,Human,hWT,901.690318
GW2580,246.91,48,Human,hWT,1815.909195
GW2580,82.30,48,Human,hWT,2469.636369
GW2580,27.43,48,Human,hWT,2686.835761
GW2580,9.14,48,Human,hWT,2637.765999
GW2580,3.05,48,Human,hWT,2766.335558
GW2580,1.02,48,Human,hWT,2727.469053
GW2580,20000.00,48,Human,hWT,1362.907562
GW2580,6666.67,48,Human,hWT,1072.880549
GW2580,2222.22,48,Human,hWT,804.819928
GW2580,740.74,48,Human,hWT,751.36339
GW2580,246.91,48,Human,hWT,1929.972418
GW2580,82.30,48,Human,hWT,2547.660727
GW2580,27.43,48,Human,hWT,2718.756641
GW2580,9.14,48,Human,hWT,2558.815242
GW2580,3.05,48,Human,hWT,2687.674097
GW2580,1.02,48,Human,hWT,2551.484603
GW2580,20000.00,48,Human,hWT,1510.552323
GW2580,6666.67,48,Human,hWT,1072.406609
GW2580,2222.22,48,Human,hWT,687.612643
GW2580,740.74,48,Human,hWT,987.578334
GW2580,246.91,48,Human,hWT,1993.064523
GW2580,82.30,48,Human,hWT,2463.056653
GW2580,27.43,48,Human,hWT,2579.626912
GW2580,9.14,48,Human,hWT,2537.875694
GW2580,3.05,48,Human,hWT,2499.859887
GW2580,1.02,48,Human,hWT,2458.873852
BLZ945,20000.00,48,Human,hWT,841.789768
BLZ945,6666.67,48,Human,hWT,620.778747
BLZ945,2222.22,48,Human,hWT,499.976566
BLZ945,740.74,48,Human,hWT,796.843383
BLZ945,246.91,48,Human,hWT,1533.419036
BLZ945,82.30,48,Human,hWT,2272.808261
BLZ945,27.43,48,Human,hWT,2343.983857
BLZ945,9.14,48,Human,hWT,2527.360324
BLZ945,3.05,48,Human,hWT,2627.223398
BLZ945,1.02,48,Human,hWT,2572.276732
BLZ945,20000.00,48,Human,hWT,917.175685
BLZ945,6666.67,48,Human,hWT,559.871045
BLZ945,2222.22,48,Human,hWT,566.162486
BLZ945,740.74,48,Human,hWT,725.163107
BLZ945,246.91,48,Human,hWT,1410.102614
BLZ945,82.30,48,Human,hWT,1957.171923
BLZ945,27.43,48,Human,hWT,2309.703577
BLZ945,9.14,48,Human,hWT,2421.954322
BLZ945,3.05,48,Human,hWT,2501.683156
BLZ945,1.02,48,Human,hWT,2243.532457
BLZ945,20000.00,48,Human,hWT,743.064524
BLZ945,6666.67,48,Human,hWT,529.190289
BLZ945,2222.22,48,Human,hWT,432.045581
BLZ945,740.74,48,Human,hWT,697.608423
BLZ945,246.91,48,Human,hWT,1378.221426
BLZ945,82.30,48,Human,hWT,1927.381404
BLZ945,27.43,48,Human,hWT,2229.80514
BLZ945,9.14,48,Human,hWT,2472.611309
BLZ945,3.05,48,Human,hWT,2351.421507
BLZ945,1.02,48,Human,hWT,2435.025189
