Compound,Concentration,Hour,Species,Variant,Value
PLX3397,20000.00,48,Human,G795A,920.182458
PLX3397,6666.67,48,Human,G795A,610.25712
PLX3397,2222.22,48,Human,G795A,743.344745
PLX3397,740.74,48,Human,G795A,1646.762322
PLX3397,246.91,48,Human,G795A,2107.508653
PLX3397,82.30,48,Human,G795A,2245.250421
PLX3397,27.43,48,Human,G795A,2357.179334
PLX3397,9.14,48,Human,G795A,2333.807067
PLX3397,3.05,48,Human,G795A,2428.950996
PLX3397,1.02,48,Human,G795A,2597.321092
PLX3397,20000.00,48,Human,G795A,984.564285
PLX3397,6666.67,48,Human,G795A,645.008571
PLX3397,2222.22,48,Human,G795A,827.521944
PLX3397,740.74,48,Human,G795A,1518.170784
PLX3397,246.91,48,Human,G795A,2121.399316
PLX3397,82.30,48,Human,G795A,2379.603187
PLX3397,27.43,48,Human,G795A,2271.074866
PLX3397,9.14,48,Human,G795A,2559.556985
PLX3397,3.05,48,Human,G795A,2559.300884
PLX3397,1.02,48,Human,G795A,2325.472876
PLX3397,20000.00,48,Human,G795A,1037.194066
PLX3397,6666.67,48,Human,G795A,621.208289
PLX3397,2222.22,48,Human,G795A,732.851532
PLX3397,740.74,48,Human,G795A,1529.189119
PLX3397,246.91,48,Human,G795A,2307.806783
PLX3397,82.30,48,Human,G795A,2435.611863
PLX3397,27.43,48,Human,G795A,2320.599574
PLX3397,9.14,48,Human,G795A,2271.501516
PLX3397,3.05,48,Human,G795A,2435.335618
PLX3397,1.02,48,Human,G795A,2413.346883
PLX5622,20000.00,48,Human,G795A,923.000119
PLX5622,6666.67,48,Human,G795A,671.22906
PLX5622,2222.22,48,Human,G795A,1217.166016
PLX5622,740.74,48,Human,G795A,2099.103224
PLX5622,246.91,48,Human,G795A,2380.347318
PLX5622,82.30,48,Human,G795A,2583.538593
PLX5622,27.43,48,Human,G795A,2497.810032
PLX5622,9.14,48,Human,G795A,2462.744978
PLX5622,3.05,48,Human,G795A,2603.51111
PLX5622,1.02,48,Human,G795A,2440.12323
PLX5622,20000.00,48,Human,G795A,978.710444
PLX5622,6666.67,48,Human,G795A,653.074597
PLX5622,2222.22,48,Human,G795A,1224.77871
PLX5622,740.74,48,Human,G795A,1744.162854
PLX5622,246.91,48,Human,G795A,2275.636141
PLX5622,82.30,48,Human,G795A,2346.982079
PLX5622,27.43,48,Human,G795A,2130.96082
PLX5622,9.14,48,Human,G795A,2604.468196
PLX5622,3.05,48,Human,G795A,2370.347324
PLX5622,1.02,48,Human,G795A,2375.714436
PLX5622,20000.00,48,Human,G795A,1045.075255
PLX5622,6666.67,48,Human,G795A,595.924389
PLX5622,2222.22,48,Human,G795A,1203.671833
PLX5622,740.74,48,Human,G795A,1916.460237
PLX5622,246.91,48,Human,G795A,2207.658376
PLX5622,82.30,48,Human,G795A,2290.001384
PLX5622,27.43,48,Human,G795A,2333.630501
PLX5622,9.14,48,Human,G795A,2403.26067
PLX5622,3.05,48,Human,G795A,2402.866664
PLX5622,1.02,48,Human,G795A,2469.088261
