Compound,Concentration,Hour,Species,Variant,Value
GW2580,20000.00,48,Human,G795A,2625.467182
GW2580,6666.67,48,Human,G795A,3174.865432
GW2580,2222.22,48,Human,G795A,3114.556308
GW2580,740.74,48,Human,G795A,2562.492892
GW2580,246.91,48,Human,G795A,2567.287076
GW2580,82.30,48,Human,G795A,2579.418683
GW2580,27.43,48,Human,G795A,2554.464952
GW2580,9.14,48,Human,G795A,2496.095942
GW2580,3.05,48,Human,G795A,2797.549264
GW2580,1.02,48,Human,G795A,2690.955988
GW2580,20000.00,48,Human,G795A,2181.207474
GW2580,6666.67,48,Human,G795A,3157.664276
GW2580,2222.22,48,Human,G795A,2952.610764
GW2580,740.74,48,Human,G795A,2121.956714
GW2580,246.91,48,Human,G795A,2583.550727
GW2580,82.30,48,Human,G795A,2676.604274
GW2580,27.43,48,Human,G795A,2402.040099
GW2580,9.14,48,Human,G795A,2624.843252
GW2580,3.05,48,Human,G795A,2701.464935
GW2580,1.02,48,Human,G795A,2423.942871
GW2580,20000.00,48,Human,G795A,2398.313797
GW2580,6666.67,48,Human,G795A,3017.295084
GW2580,2222.22,48,Human,G795A,2791.610332
GW2580,740.74,48,Human,G795A,2569.840114
GW2580,246.91,48,Human,G795A,2682.345823
GW2580,82.30,48,Human,G795A,2510.200044
GW2580,27.43,48,Human,G795A,2639.703994
GW2580,9.14,48,Human,G795A,2677.013047
GW2580,3.05,48,Human,G795A,2694.48737
GW2580,1.02,48,Human,G795A,2497.326727
BLZ945,20000.00,48,Human,G795A,557.843708
BLZ945,6666.67,48,Human,G795A,809.45194
BLZ945,2222.22,48,Human,G795A,1789.425857
BLZ945,740.74,48,Human,G795A,2225.785011
BLZ945,246.91,48,Human,G795A,2321.521206
BLZ945,82.30,48,Human,G795A,2716.509463
BLZ945,27.43,48,Human,G795A,2711.755037
BLZ945,9.14,48,Human,G795A,2801.210319
BLZ945,3.05,48,Human,G795A,2581.153831
BLZ945,1.02,48,Human,G795A,2680.601685
BLZ945,20000.00,48,Human,G795A,570.174851
BLZ945,6666.67,48,Human,G795A,1172.122585
BLZ945,2222.22,48,Human,G795A,1845.485128
BLZ945,740.74,48,Human,G795A,1873.992819
BLZ945,246.91,48,Human,G795A,2453.923087
BLZ945,82.30,48,Human,G795A,2530.727438
BLZ945,27.43,48,Human,G795A,2182.494166
BLZ945,9.14,48,Human,G795A,2564.565966
BLZ945,3.05,48,Human,G795A,2665.338228
BLZ945,1.02,48,Human,G795A,2355.540214
BLZ945,20000.00,48,Human,G795A,564.475121
BLZ945,6666.67,48,Human,G795A,774.574437
BLZ945,2222.22,48,Human,G795A,1873.269986
BLZ945,740.74,48,Human,G795A,2288.196663
BLZ945,246.91,48,Human,G795A,2354.689879
BLZ945,82.30,48,Human,G795A,2466.923189
BLZ945,27.43,48,Human,G795A,2314.48621
BLZ945,9.14,48,Human,G795A,2632.230475
BLZ945,3.05,48,Human,G795A,2602.566158
BLZ945,1.02,48,Human,G795A,2717.045049
