Compound,Concentration,Hour,Species,Variant,Value
PLX3397,20000,96,Human,G795A,340.403539
PLX3397,6666.67,96,Human,G795A,174.450827
PLX3397,2222.22,96,Human,G795A,221.044884
PLX3397,740.74,96,Human,G795A,610.839296
PLX3397,246.91,96,Human,G795A,499.010486
PLX3397,82.3,96,Human,G795A,555.904035
PLX3397,27.43,96,Human,G795A,592.740216
PLX3397,9.14,96,Human,G795A,586.956581
PLX3397,3.05,96,Human,G795A,581.807028
PLX3397,1.02,96,Human,G795A,616.777222
PLX3397,20000,96,Human,G795A,387.323979
PLX3397,6666.67,96,Human,G795A,195.934556
PLX3397,2222.22,96,Human,G795A,262.722429
PLX3397,740.74,96,Human,G795A,588.39312
PLX3397,246.91,96,Human,G795A,506.963174
PLX3397,82.3,96,Human,G795A,597.230599
PLX3397,27.43,96,Human,G795A,592.522085
PLX3397,9.14,96,Human,G795A,628.746777
PLX3397,3.05,96,Human,G795A,646.306694
PLX3397,1.02,96,Human,G795A,607.09063
PLX3397,20000,96,Human,G795A,403.818299
PLX3397,6666.67,96,Human,G795A,187.143069
PLX3397,2222.22,96,Human,G795A,264.144466
PLX3397,740.74,96,Human,G795A,807.211569
PLX3397,246.91,96,Human,G795A,621.896881
PLX3397,82.3,96,Human,G795A,657.994142
PLX3397,27.43,96,Human,G795A,637.995253
PLX3397,9.14,96,Human,G795A,713.395589
PLX3397,3.05,96,Human,G795A,652.598599
PLX3397,1.02,96,Human,G795A,617.67277
PLX5622,20000,96,Human,G795A,355.546164
PLX5622,6666.67,96,Human,G795A,229.114949
PLX5622,2222.22,96,Human,G795A,426.820815
PLX5622,740.74,96,Human,G795A,513.105859
PLX5622,246.91,96,Human,G795A,632.789458
PLX5622,82.3,96,Human,G795A,672.861906
PLX5622,27.43,96,Human,G795A,626.504194
PLX5622,9.14,96,Human,G795A,639.080031
PLX5622,3.05,96,Human,G795A,606.148618
PLX5622,1.02,96,Human,G795A,672.576362
PLX5622,20000,96,Human,G795A,416.525252
PLX5622,6666.67,96,Human,G795A,203.985278
PLX5622,2222.22,96,Human,G795A,400.176318
PLX5622,740.74,96,Human,G795A,441.836899
PLX5622,246.91,96,Human,G795A,606.14817
PLX5622,82.3,96,Human,G795A,604.383826
PLX5622,27.43,96,Human,G795A,542.672197
PLX5622,9.14,96,Human,G795A,645.940876
PLX5622,3.05,96,Human,G795A,531.007913
PLX5622,1.02,96,Human,G795A,566.880627
PLX5622,20000,96,Human,G795A,403.835685
PLX5622,6666.67,96,Human,G795A,165.963464
PLX5622,2222.22,96,Human,G795A,340.078021
PLX5622,740.74,96,Human,G795A,402.697306
PLX5622,246.91,96,Human,G795A,496.516079
PLX5622,82.3,96,Human,G795A,524.510786
PLX5622,27.43,96,Human,G795A,515.983943
PLX5622,9.14,96,Human,G795A,558.816597
PLX5622,3.05,96,Human,G795A,589.2934
PLX5622,1.02,96,Human,G795A,581.876664
