Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200,96,Mouse,FVB_WT,144766.0866
hCSF1,66.67,96,Mouse,FVB_WT,51334.54724
hCSF1,22.22,96,Mouse,FVB_WT,1160.805288
hCSF1,7.41,96,Mouse,FVB_WT,617.4254511
hCSF1,2.47,96,Mouse,FVB_WT,596.3575589
hCSF1,0.82,96,Mouse,FVB_WT,574.4251863
hCSF1,0.27,96,Mouse,FVB_WT,547.6805814
hCSF1,0.09,96,Mouse,FVB_WT,524.8996311
hCSF1,0.03,96,Mouse,FVB_WT,633.9346875
hCSF1,0.01,96,Mouse,FVB_WT,565.0857866
hCSF1,200,96,Mouse,FVB_WT,185962.2603
hCSF1,66.67,96,Mouse,FVB_WT,90106.125
hCSF1,22.22,96,Mouse,FVB_WT,1307.677675
hCSF1,7.41,96,Mouse,FVB_WT,840.3365299
hCSF1,2.47,96,Mouse,FVB_WT,622.9865934
hCSF1,0.82,96,Mouse,FVB_WT,598.1827674
hCSF1,0.27,96,Mouse,FVB_WT,647.1106317
hCSF1,0.09,96,Mouse,FVB_WT,565.0367848
hCSF1,0.03,96,Mouse,FVB_WT,652.2064394
hCSF1,0.01,96,Mouse,FVB_WT,697.0895356
mCSF1,200,96,Mouse,FVB_WT,196166.3014
mCSF1,66.67,96,Mouse,FVB_WT,108646.051
mCSF1,22.22,96,Mouse,FVB_WT,1262.696186
mCSF1,7.41,96,Mouse,FVB_WT,707.174706
mCSF1,2.47,96,Mouse,FVB_WT,684.8917896
mCSF1,0.82,96,Mouse,FVB_WT,661.9902425
mCSF1,0.27,96,Mouse,FVB_WT,700.6372912
mCSF1,0.09,96,Mouse,FVB_WT,624.1254266
mCSF1,0.03,96,Mouse,FVB_WT,631.4472774
mCSF1,0.01,96,Mouse,FVB_WT,616.1910776
mCSF1,200,96,Mouse,FVB_WT,146430.3196
mCSF1,66.67,96,Mouse,FVB_WT,246814.4531
mCSF1,22.22,96,Mouse,FVB_WT,1246.73592
mCSF1,7.41,96,Mouse,FVB_WT,755.5902964
mCSF1,2.47,96,Mouse,FVB_WT,676.5635529
mCSF1,0.82,96,Mouse,FVB_WT,630.4065689
mCSF1,0.27,96,Mouse,FVB_WT,637.2956032
mCSF1,0.09,96,Mouse,FVB_WT,640.8181633
mCSF1,0.03,96,Mouse,FVB_WT,631.0292789
mCSF1,0.01,96,Mouse,FVB_WT,610.3335938
PLX3397,20000,96,Mouse,FVB_WT,1617.176919
PLX3397,6666.67,96,Mouse,FVB_WT,1054.197564
PLX3397,2222.22,96,Mouse,FVB_WT,714.935792
PLX3397,740.74,96,Mouse,FVB_WT,778.6042495
PLX3397,246.91,96,Mouse,FVB_WT,708.0207053
PLX3397,82.3,96,Mouse,FVB_WT,674.0330157
PLX3397,27.43,96,Mouse,FVB_WT,776.8729305
PLX3397,9.14,96,Mouse,FVB_WT,1049.436149
PLX3397,3.05,96,Mouse,FVB_WT,1227.807875
PLX3397,1.02,96,Mouse,FVB_WT,1523.055272
PLX3397,20000,96,Mouse,FVB_WT,1406.38561
PLX3397,6666.67,96,Mouse,FVB_WT,969.3802805
PLX3397,2222.22,96,Mouse,FVB_WT,739.8990836
PLX3397,740.74,96,Mouse,FVB_WT,639.4981127
PLX3397,246.91,96,Mouse,FVB_WT,689.5888364
PLX3397,82.3,96,Mouse,FVB_WT,723.0052844
PLX3397,27.43,96,Mouse,FVB_WT,717.9189388
PLX3397,9.14,96,Mouse,FVB_WT,1132.140346
PLX3397,3.05,96,Mouse,FVB_WT,1406.062808
PLX3397,1.02,96,Mouse,FVB_WT,1256.320008
