Compound,Concentration,Hour,Species,Variant,Value
PLX5622,20000.00,0,Mouse,mWT,1501.131619
PLX5622,6666.67,0,Mouse,mWT,1466.637751
PLX5622,2222.22,0,Mouse,mWT,1368.091305
PLX5622,740.74,0,Mouse,mWT,1282.917301
PLX5622,246.91,0,Mouse,mWT,1398.867949
PLX5622,82.30,0,Mouse,mWT,1444.679466
PLX5622,27.43,0,Mouse,mWT,1580.693189
PLX5622,9.14,0,Mouse,mWT,1634.983099
PLX5622,3.05,0,Mouse,mWT,1643.188135
PLX5622,1.02,0,Mouse,mWT,1911.99869
PLX5622,20000.00,0,Mouse,mWT,1430.844043
PLX5622,6666.67,0,Mouse,mWT,1540.62734
PLX5622,2222.22,0,Mouse,mWT,1777.16839
PLX5622,740.74,0,Mouse,mWT,1564.383654
PLX5622,246.91,0,Mouse,mWT,1771.910382
PLX5622,82.30,0,Mouse,mWT,1907.160972
PLX5622,27.43,0,Mouse,mWT,1715.730716
PLX5622,9.14,0,Mouse,mWT,1898.488852
PLX5622,3.05,0,Mouse,mWT,1943.613444
PLX5622,1.02,0,Mouse,mWT,1546.278144
GW2580,20000.00,0,Mouse,mWT,1467.516326
GW2580,6666.67,0,Mouse,mWT,1504.248691
GW2580,2222.22,0,Mouse,mWT,1723.232326
GW2580,740.74,0,Mouse,mWT,1608.966452
GW2580,246.91,0,Mouse,mWT,1609.165641
GW2580,82.30,0,Mouse,mWT,1937.944158
GW2580,27.43,0,Mouse,mWT,1891.678642
GW2580,9.14,0,Mouse,mWT,1935.163996
GW2580,3.05,0,Mouse,mWT,1889.189892
GW2580,1.02,0,Mouse,mWT,1649.762481
GW2580,20000.00,0,Mouse,mWT,1406.602259
GW2580,6666.67,0,Mouse,mWT,1515.387347
GW2580,2222.22,0,Mouse,mWT,1632.453932
GW2580,740.74,0,Mouse,mWT,1656.590507
GW2580,246.91,0,Mouse,mWT,1716.671921
GW2580,82.30,0,Mouse,mWT,1951.903784
GW2580,27.43,0,Mouse,mWT,1798.060563
GW2580,9.14,0,Mouse,mWT,1906.192164
GW2580,3.05,0,Mouse,mWT,1805.569389
GW2580,1.02,0,Mouse,mWT,1618.23095
BLZ945,20000.00,0,Mouse,mWT,1450.503962
BLZ945,6666.67,0,Mouse,mWT,1624.225755
BLZ945,2222.22,0,Mouse,mWT,1561.077826
BLZ945,740.74,0,Mouse,mWT,1516.046133
BLZ945,246.91,0,Mouse,mWT,1654.324645
BLZ945,82.30,0,Mouse,mWT,1775.779208
BLZ945,27.43,0,Mouse,mWT,1600.539423
BLZ945,9.14,0,Mouse,mWT,1906.802016
BLZ945,3.05,0,Mouse,mWT,1976.766302
BLZ945,1.02,0,Mouse,mWT,1796.216363
BLZ945,20000.00,0,Mouse,mWT,1356.578148
BLZ945,6666.67,0,Mouse,mWT,1501.466159
BLZ945,2222.22,0,Mouse,mWT,1422.325565
BLZ945,740.74,0,Mouse,mWT,1404.108705
BLZ945,246.91,0,Mouse,mWT,1413.186606
BLZ945,82.30,0,Mouse,mWT,1331.698577
BLZ945,27.43,0,Mouse,mWT,1373.128651
BLZ945,9.14,0,Mouse,mWT,1495.66734
BLZ945,3.05,0,Mouse,mWT,1566.403894
BLZ945,1.02,0,Mouse,mWT,1627.024407
