Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200.00,0,Mouse,G793A,1421.974333
hCSF1,66.67,0,Mouse,G793A,1213.112641
hCSF1,22.22,0,Mouse,G793A,1236.405361
hCSF1,7.41,0,Mouse,G793A,1101.610431
hCSF1,2.47,0,Mouse,G793A,1166.137872
hCSF1,0.82,0,Mouse,G793A,1058.162883
hCSF1,0.27,0,Mouse,G793A,988.352493
hCSF1,0.09,0,Mouse,G793A,1156.883545
hCSF1,0.03,0,Mouse,G793A,1292.223239
hCSF1,0.01,0,Mouse,G793A,1010.740573
hCSF1,200.00,0,Mouse,G793A,1483.387039
hCSF1,66.67,0,Mouse,G793A,1353.780006
hCSF1,22.22,0,Mouse,G793A,1223.532567
hCSF1,7.41,0,Mouse,G793A,1326.315546
hCSF1,2.47,0,Mouse,G793A,1335.76363
hCSF1,0.82,0,Mouse,G793A,1374.482308
hCSF1,0.27,0,Mouse,G793A,1213.603939
hCSF1,0.09,0,Mouse,G793A,1208.362631
hCSF1,0.03,0,Mouse,G793A,1229.292883
hCSF1,0.01,0,Mouse,G793A,1068.294746
mCSF1,200.00,0,Mouse,G793A,1307.060024
mCSF1,66.67,0,Mouse,G793A,1241.795889
mCSF1,22.22,0,Mouse,G793A,1290.198088
mCSF1,7.41,0,Mouse,G793A,1247.938168
mCSF1,2.47,0,Mouse,G793A,1245.55692
mCSF1,0.82,0,Mouse,G793A,1190.305938
mCSF1,0.27,0,Mouse,G793A,1220.697118
mCSF1,0.09,0,Mouse,G793A,1317.188279
mCSF1,0.03,0,Mouse,G793A,1458.948993
mCSF1,0.01,0,Mouse,G793A,1451.869419
mCSF1,200.00,0,Mouse,G793A,1315.203008
mCSF1,66.67,0,Mouse,G793A,1361.320854
mCSF1,22.22,0,Mouse,G793A,1228.928074
mCSF1,7.41,0,Mouse,G793A,1183.72876
mCSF1,2.47,0,Mouse,G793A,1218.912721
mCSF1,0.82,0,Mouse,G793A,1235.458275
mCSF1,0.27,0,Mouse,G793A,1252.856397
mCSF1,0.09,0,Mouse,G793A,1329.870401
mCSF1,0.03,0,Mouse,G793A,1307.392124
mCSF1,0.01,0,Mouse,G793A,1261.790152
PLX3397,20000.00,0,Mouse,G793A,1466.220188
PLX3397,6666.67,0,Mouse,G793A,1314.051326
PLX3397,2222.22,0,Mouse,G793A,1132.511486
PLX3397,740.74,0,Mouse,G793A,1126.01678
PLX3397,246.91,0,Mouse,G793A,1239.728134
PLX3397,82.30,0,Mouse,G793A,1231.117562
PLX3397,27.43,0,Mouse,G793A,1191.677753
PLX3397,9.14,0,Mouse,G793A,1210.531521
PLX3397,3.05,0,Mouse,G793A,1362.749226
PLX3397,1.02,0,Mouse,G793A,1311.367907
PLX3397,20000.00,0,Mouse,G793A,1450.297623
PLX3397,6666.67,0,Mouse,G793A,1360.602667
PLX3397,2222.22,0,Mouse,G793A,1345.113193
PLX3397,740.74,0,Mouse,G793A,1226.595869
PLX3397,246.91,0,Mouse,G793A,1271.869312
PLX3397,82.30,0,Mouse,G793A,1219.312838
PLX3397,27.43,0,Mouse,G793A,1087.919407
PLX3397,9.14,0,Mouse,G793A,1093.3211
PLX3397,3.05,0,Mouse,G793A,1127.041872
PLX3397,1.02,0,Mouse,G793A,1021.196296
