Compound,Concentration,Hour,Species,Variant,Value
GW2580,20000.00,0,Human,hWT,2213.855659
GW2580,6666.67,0,Human,hWT,2536.043628
GW2580,2222.22,0,Human,hWT,2181.710583
GW2580,740.74,0,Human,hWT,2407.254795
GW2580,246.91,0,Human,hWT,2357.214464
GW2580,82.30,0,Human,hWT,2292.989922
GW2580,27.43,0,Human,hWT,2494.019885
GW2580,9.14,0,Human,hWT,2453.67841
GW2580,3.05,0,Human,hWT,2390.590688
GW2580,1.02,0,Human,hWT,2463.823094
GW2580,20000.00,0,Human,hWT,2005.947965
GW2580,6666.67,0,Human,hWT,2595.62785
GW2580,2222.22,0,Human,hWT,2502.668755
GW2580,740.74,0,Human,hWT,2614.281616
GW2580,246.91,0,Human,hWT,2703.626883
GW2580,82.30,0,Human,hWT,2638.107991
GW2580,27.43,0,Human,hWT,2679.803702
GW2580,9.14,0,Human,hWT,2570.950542
GW2580,3.05,0,Human,hWT,2642.246191
GW2580,1.02,0,Human,hWT,2293.038397
GW2580,20000.00,0,Human,hWT,2258.780873
GW2580,6666.67,0,Human,hWT,2569.393374
GW2580,2222.22,0,Human,hWT,2277.102903
GW2580,740.74,0,Human,hWT,2535.661554
GW2580,246.91,0,Human,hWT,2734.47881
GW2580,82.30,0,Human,hWT,2615.914403
GW2580,27.43,0,Human,hWT,2607.310777
GW2580,9.14,0,Human,hWT,2592.179246
GW2580,3.05,0,Human,hWT,2448.779337
GW2580,1.02,0,Human,hWT,2142.655342
BLZ945,20000.00,0,Human,hWT,2259.109936
BLZ945,6666.67,0,Human,hWT,2577.088088
BLZ945,2222.22,0,Human,hWT,2346.832237
BLZ945,740.74,0,Human,hWT,2514.952389
BLZ945,246.91,0,Human,hWT,2733.937269
BLZ945,82.30,0,Human,hWT,2901.307681
BLZ945,27.43,0,Human,hWT,2834.936785
BLZ945,9.14,0,Human,hWT,2739.829539
BLZ945,3.05,0,Human,hWT,2576.405965
BLZ945,1.02,0,Human,hWT,2359.263964
BLZ945,20000.00,0,Human,hWT,2279.062081
BLZ945,6666.67,0,Human,hWT,2587.654815
BLZ945,2222.22,0,Human,hWT,2482.747784
BLZ945,740.74,0,Human,hWT,2444.576764
BLZ945,246.91,0,Human,hWT,2705.361566
BLZ945,82.30,0,Human,hWT,2601.117282
BLZ945,27.43,0,Human,hWT,2821.885261
BLZ945,9.14,0,Human,hWT,2609.833179
BLZ945,3.05,0,Human,hWT,2641.915581
BLZ945,1.02,0,Human,hWT,2229.76301
BLZ945,20000.00,0,Human,hWT,2198.994798
BLZ945,6666.67,0,Human,hWT,2320.871918
BLZ945,2222.22,0,Human,hWT,2097.487069
BLZ945,740.74,0,Human,hWT,2149.201436
BLZ945,246.91,0,Human,hWT,2290.011289
BLZ945,82.30,0,Human,hWT,2354.417721
BLZ945,27.43,0,Human,hWT,2374.375892
BLZ945,9.14,0,Human,hWT,2493.135909
BLZ945,3.05,0,Human,hWT,2209.534812
BLZ945,1.02,0,Human,hWT,2239.688936
