Compound,Concentration,Hour,Species,Variant,Value
PLX5622,20000.00,0,Mouse,G793A,1403.420788
PLX5622,6666.67,0,Mouse,G793A,1292.149882
PLX5622,2222.22,0,Mouse,G793A,1305.461719
PLX5622,740.74,0,Mouse,G793A,1215.992093
PLX5622,246.91,0,Mouse,G793A,1204.500921
PLX5622,82.30,0,Mouse,G793A,1218.369339
PLX5622,27.43,0,Mouse,G793A,1202.136181
PLX5622,9.14,0,Mouse,G793A,1462.503283
PLX5622,3.05,0,Mouse,G793A,1629.365058
PLX5622,1.02,0,Mouse,G793A,1678.143539
PLX5622,20000.00,0,Mouse,G793A,997.754326
PLX5622,6666.67,0,Mouse,G793A,1251.55741
PLX5622,2222.22,0,Mouse,G793A,1298.185656
PLX5622,740.74,0,Mouse,G793A,1042.476596
PLX5622,246.91,0,Mouse,G793A,1321.523381
PLX5622,82.30,0,Mouse,G793A,1219.833752
PLX5622,27.43,0,Mouse,G793A,1120.52875
PLX5622,9.14,0,Mouse,G793A,1430.88923
PLX5622,3.05,0,Mouse,G793A,1572.345853
PLX5622,1.02,0,Mouse,G793A,1319.745233
GW2580,20000.00,0,Mouse,G793A,1191.162387
GW2580,6666.67,0,Mouse,G793A,1263.623674
GW2580,2222.22,0,Mouse,G793A,1129.009211
GW2580,740.74,0,Mouse,G793A,1148.605776
GW2580,246.91,0,Mouse,G793A,1392.615382
GW2580,82.30,0,Mouse,G793A,1386.707765
GW2580,27.43,0,Mouse,G793A,1273.480054
GW2580,9.14,0,Mouse,G793A,1395.475939
GW2580,3.05,0,Mouse,G793A,1498.093868
GW2580,1.02,0,Mouse,G793A,1527.385329
GW2580,20000.00,0,Mouse,G793A,1230.887223
GW2580,6666.67,0,Mouse,G793A,1137.117877
GW2580,2222.22,0,Mouse,G793A,1193.719992
GW2580,740.74,0,Mouse,G793A,1172.492873
GW2580,246.91,0,Mouse,G793A,1326.481541
GW2580,82.30,0,Mouse,G793A,1325.940908
GW2580,27.43,0,Mouse,G793A,1241.685574
GW2580,9.14,0,Mouse,G793A,1336.594897
GW2580,3.05,0,Mouse,G793A,1640.324873
GW2580,1.02,0,Mouse,G793A,1521.888497
BLZ945,20000.00,0,Mouse,G793A,826.490043
BLZ945,6666.67,0,Mouse,G793A,1225.232446
BLZ945,2222.22,0,Mouse,G793A,1194.519589
BLZ945,740.74,0,Mouse,G793A,923.474284
BLZ945,246.91,0,Mouse,G793A,1157.542047
BLZ945,82.30,0,Mouse,G793A,1260.48829
BLZ945,27.43,0,Mouse,G793A,1070.730672
BLZ945,9.14,0,Mouse,G793A,1301.206896
BLZ945,3.05,0,Mouse,G793A,1478.388811
BLZ945,1.02,0,Mouse,G793A,1485.78902
BLZ945,20000.00,0,Mouse,G793A,1245.501768
BLZ945,6666.67,0,Mouse,G793A,1167.611228
BLZ945,2222.22,0,Mouse,G793A,1083.925504
BLZ945,740.74,0,Mouse,G793A,1098.820468
BLZ945,246.91,0,Mouse,G793A,1130.529868
BLZ945,82.30,0,Mouse,G793A,1138.442045
BLZ945,27.43,0,Mouse,G793A,1148.056251
BLZ945,9.14,0,Mouse,G793A,1192.715705
BLZ945,3.05,0,Mouse,G793A,1387.189177
BLZ945,1.02,0,Mouse,G793A,1415.423129
