Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200,72,Mouse,FVB_WT,59240.69115
hCSF1,66.67,72,Mouse,FVB_WT,28715.88041
hCSF1,22.22,72,Mouse,FVB_WT,2627.948715
hCSF1,7.41,72,Mouse,FVB_WT,976.871722
hCSF1,2.47,72,Mouse,FVB_WT,735.1818266
hCSF1,0.82,72,Mouse,FVB_WT,693.1369605
hCSF1,0.27,72,Mouse,FVB_WT,614.4685953
hCSF1,0.09,72,Mouse,FVB_WT,632.4200954
hCSF1,0.03,72,Mouse,FVB_WT,645.3039051
hCSF1,0.01,72,Mouse,FVB_WT,596.1509895
hCSF1,200,72,Mouse,FVB_WT,89710.02298
hCSF1,66.67,72,Mouse,FVB_WT,66539.26677
hCSF1,22.22,72,Mouse,FVB_WT,3693.559527
hCSF1,7.41,72,Mouse,FVB_WT,1264.590285
hCSF1,2.47,72,Mouse,FVB_WT,767.8328804
hCSF1,0.82,72,Mouse,FVB_WT,695.9097929
hCSF1,0.27,72,Mouse,FVB_WT,735.7043521
hCSF1,0.09,72,Mouse,FVB_WT,707.2120076
hCSF1,0.03,72,Mouse,FVB_WT,680.1246221
hCSF1,0.01,72,Mouse,FVB_WT,708.9592275
mCSF1,200,72,Mouse,FVB_WT,100418.7922
mCSF1,66.67,72,Mouse,FVB_WT,182200.863
mCSF1,22.22,72,Mouse,FVB_WT,3013.553483
mCSF1,7.41,72,Mouse,FVB_WT,1061.026206
mCSF1,2.47,72,Mouse,FVB_WT,826.5828827
mCSF1,0.82,72,Mouse,FVB_WT,796.9089102
mCSF1,0.27,72,Mouse,FVB_WT,815.3619739
mCSF1,0.09,72,Mouse,FVB_WT,678.9110757
mCSF1,0.03,72,Mouse,FVB_WT,682.9862473
mCSF1,0.01,72,Mouse,FVB_WT,637.834133
mCSF1,200,72,Mouse,FVB_WT,89852.9791
mCSF1,66.67,72,Mouse,FVB_WT,140951.2258
mCSF1,22.22,72,Mouse,FVB_WT,2960.958006
mCSF1,7.41,72,Mouse,FVB_WT,1041.725731
mCSF1,2.47,72,Mouse,FVB_WT,816.2222581
mCSF1,0.82,72,Mouse,FVB_WT,753.9326541
mCSF1,0.27,72,Mouse,FVB_WT,736.1369837
mCSF1,0.09,72,Mouse,FVB_WT,751.1804745
mCSF1,0.03,72,Mouse,FVB_WT,698.2747396
mCSF1,0.01,72,Mouse,FVB_WT,666.8505544
PLX3397,20000,72,Mouse,FVB_WT,2127.337646
PLX3397,6666.67,72,Mouse,FVB_WT,1328.733704
PLX3397,2222.22,72,Mouse,FVB_WT,823.2523432
PLX3397,740.74,72,Mouse,FVB_WT,808.1339407
PLX3397,246.91,72,Mouse,FVB_WT,782.8595698
PLX3397,82.3,72,Mouse,FVB_WT,808.6858836
PLX3397,27.43,72,Mouse,FVB_WT,1169.76809
PLX3397,9.14,72,Mouse,FVB_WT,2329.688491
PLX3397,3.05,72,Mouse,FVB_WT,3900.74911
PLX3397,1.02,72,Mouse,FVB_WT,9891.240357
PLX3397,20000,72,Mouse,FVB_WT,1874.96769
PLX3397,6666.67,72,Mouse,FVB_WT,1254.473967
PLX3397,2222.22,72,Mouse,FVB_WT,845.0580798
PLX3397,740.74,72,Mouse,FVB_WT,647.1298238
PLX3397,246.91,72,Mouse,FVB_WT,808.9150834
PLX3397,82.3,72,Mouse,FVB_WT,1068.20536
PLX3397,27.43,72,Mouse,FVB_WT,1204.786991
PLX3397,9.14,72,Mouse,FVB_WT,2863.793603
PLX3397,3.05,72,Mouse,FVB_WT,5959.354701
PLX3397,1.02,72,Mouse,FVB_WT,7397.109375
