Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200,72,Mouse,mWT,2729.292904
hCSF1,66.67,72,Mouse,mWT,2833.093728
hCSF1,22.22,72,Mouse,mWT,1792.538928
hCSF1,7.41,72,Mouse,mWT,772.234972
hCSF1,2.47,72,Mouse,mWT,480.260579
hCSF1,0.82,72,Mouse,mWT,392.470063
hCSF1,0.27,72,Mouse,mWT,322.524097
hCSF1,0.09,72,Mouse,mWT,284.930023
hCSF1,0.03,72,Mouse,mWT,309.322055
hCSF1,0.01,72,Mouse,mWT,328.571467
hCSF1,200,72,Mouse,mWT,2609.903053
hCSF1,66.67,72,Mouse,mWT,3182.430821
hCSF1,22.22,72,Mouse,mWT,2110.68517
hCSF1,7.41,72,Mouse,mWT,923.958107
hCSF1,2.47,72,Mouse,mWT,532.839061
hCSF1,0.82,72,Mouse,mWT,455.262155
hCSF1,0.27,72,Mouse,mWT,384.914341
hCSF1,0.09,72,Mouse,mWT,405.355722
hCSF1,0.03,72,Mouse,mWT,351.889705
hCSF1,0.01,72,Mouse,mWT,346.502836
mCSF1,200,72,Mouse,mWT,3091.245043
mCSF1,66.67,72,Mouse,mWT,3357.371962
mCSF1,22.22,72,Mouse,mWT,1908.791265
mCSF1,7.41,72,Mouse,mWT,810.201951
mCSF1,2.47,72,Mouse,mWT,505.411084
mCSF1,0.82,72,Mouse,mWT,395.274329
mCSF1,0.27,72,Mouse,mWT,434.567515
mCSF1,0.09,72,Mouse,mWT,389.568412
mCSF1,0.03,72,Mouse,mWT,366.302941
mCSF1,0.01,72,Mouse,mWT,328.969862
mCSF1,200,72,Mouse,mWT,2537.080754
mCSF1,66.67,72,Mouse,mWT,3164.256256
mCSF1,22.22,72,Mouse,mWT,2040.538983
mCSF1,7.41,72,Mouse,mWT,744.110317
mCSF1,2.47,72,Mouse,mWT,481.5914
mCSF1,0.82,72,Mouse,mWT,468.037948
mCSF1,0.27,72,Mouse,mWT,415.289778
mCSF1,0.09,72,Mouse,mWT,366.050154
mCSF1,0.03,72,Mouse,mWT,359.278018
mCSF1,0.01,72,Mouse,mWT,327.636097
PLX3397,20000,72,Mouse,mWT,892.151008
PLX3397,6666.67,72,Mouse,mWT,732.899537
PLX3397,2222.22,72,Mouse,mWT,456.279999
PLX3397,740.74,72,Mouse,mWT,265.168593
PLX3397,246.91,72,Mouse,mWT,266.256901
PLX3397,82.3,72,Mouse,mWT,366.781853
PLX3397,27.43,72,Mouse,mWT,516.333332
PLX3397,9.14,72,Mouse,mWT,927.352739
PLX3397,3.05,72,Mouse,mWT,1431.707115
PLX3397,1.02,72,Mouse,mWT,1567.396917
PLX3397,20000,72,Mouse,mWT,634.535414
PLX3397,6666.67,72,Mouse,mWT,499.714083
PLX3397,2222.22,72,Mouse,mWT,279.543538
PLX3397,740.74,72,Mouse,mWT,188.324153
PLX3397,246.91,72,Mouse,mWT,143.690964
PLX3397,82.3,72,Mouse,mWT,201.881583
PLX3397,27.43,72,Mouse,mWT,341.289187
PLX3397,9.14,72,Mouse,mWT,801.942281
PLX3397,3.05,72,Mouse,mWT,1234.59538
PLX3397,1.02,72,Mouse,mWT,1503.147254
