Compound,Concentration,Hour,Species,Variant,Value
PLX5622,20000,72,Mouse,G793A,1000.130237
PLX5622,6666.67,72,Mouse,G793A,601.981098
PLX5622,2222.22,72,Mouse,G793A,387.489049
PLX5622,740.74,72,Mouse,G793A,692.494536
PLX5622,246.91,72,Mouse,G793A,1171.13561
PLX5622,82.3,72,Mouse,G793A,1213.371165
PLX5622,27.43,72,Mouse,G793A,1257.650069
PLX5622,9.14,72,Mouse,G793A,1504.901236
PLX5622,3.05,72,Mouse,G793A,1519.861377
PLX5622,1.02,72,Mouse,G793A,1496.745673
PLX5622,20000,72,Mouse,G793A,862.251447
PLX5622,6666.67,72,Mouse,G793A,648.030489
PLX5622,2222.22,72,Mouse,G793A,442.19729
PLX5622,740.74,72,Mouse,G793A,774.654799
PLX5622,246.91,72,Mouse,G793A,1431.033358
PLX5622,82.3,72,Mouse,G793A,1428.236229
PLX5622,27.43,72,Mouse,G793A,1341.489892
PLX5622,9.14,72,Mouse,G793A,1612.346385
PLX5622,3.05,72,Mouse,G793A,1636.202273
PLX5622,1.02,72,Mouse,G793A,1372.933906
GW2580,20000,72,Mouse,G793A,1463.838146
GW2580,6666.67,72,Mouse,G793A,2002.289296
GW2580,2222.22,72,Mouse,G793A,1720.798741
GW2580,740.74,72,Mouse,G793A,1628.977911
GW2580,246.91,72,Mouse,G793A,1883.000918
GW2580,82.3,72,Mouse,G793A,1735.241045
GW2580,27.43,72,Mouse,G793A,1561.209058
GW2580,9.14,72,Mouse,G793A,1490.962024
GW2580,3.05,72,Mouse,G793A,593.173951
GW2580,1.02,72,Mouse,G793A,1513.404079
GW2580,20000,72,Mouse,G793A,1535.511637
GW2580,6666.67,72,Mouse,G793A,1782.627723
GW2580,2222.22,72,Mouse,G793A,1886.298037
GW2580,740.74,72,Mouse,G793A,1670.20165
GW2580,246.91,72,Mouse,G793A,1799.341288
GW2580,82.3,72,Mouse,G793A,1641.210966
GW2580,27.43,72,Mouse,G793A,1464.707077
GW2580,9.14,72,Mouse,G793A,1552.09783
GW2580,3.05,72,Mouse,G793A,1570.771881
GW2580,1.02,72,Mouse,G793A,1408.883987
BLZ945,20000,72,Mouse,G793A,456.423402
BLZ945,6666.67,72,Mouse,G793A,384.507913
BLZ945,2222.22,72,Mouse,G793A,666.513245
BLZ945,740.74,72,Mouse,G793A,987.556913
BLZ945,246.91,72,Mouse,G793A,1388.579258
BLZ945,82.3,72,Mouse,G793A,1465.742089
BLZ945,27.43,72,Mouse,G793A,1240.133084
BLZ945,9.14,72,Mouse,G793A,1291.1218
BLZ945,3.05,72,Mouse,G793A,1607.918213
BLZ945,1.02,72,Mouse,G793A,1366.699444
BLZ945,20000,72,Mouse,G793A,564.131111
BLZ945,6666.67,72,Mouse,G793A,318.305142
BLZ945,2222.22,72,Mouse,G793A,501.51156
BLZ945,740.74,72,Mouse,G793A,1037.418562
BLZ945,246.91,72,Mouse,G793A,1205.209998
BLZ945,82.3,72,Mouse,G793A,1281.959169
BLZ945,27.43,72,Mouse,G793A,1257.012796
BLZ945,9.14,72,Mouse,G793A,1220.263096
BLZ945,3.05,72,Mouse,G793A,1186.796425
BLZ945,1.02,72,Mouse,G793A,1218.313697
