Compound,Concentration,Hour,Species,Variant,Value
GW2580,20000.00,24,Human,hWT,2170.246237
GW2580,6666.67,24,Human,hWT,1950.157839
GW2580,2222.22,24,Human,hWT,1447.438075
GW2580,740.74,24,Human,hWT,1923.043423
GW2580,246.91,24,Human,hWT,2635.887455
GW2580,82.30,24,Human,hWT,2992.86031
GW2580,27.43,24,Human,hWT,3202.024789
GW2580,9.14,24,Human,hWT,3217.734423
GW2580,3.05,24,Human,hWT,3107.037076
GW2580,1.02,24,Human,hWT,3101.452723
GW2580,20000.00,24,Human,hWT,1903.380375
GW2580,6666.67,24,Human,hWT,2000.837217
GW2580,2222.22,24,Human,hWT,1747.233661
GW2580,740.74,24,Human,hWT,1540.267399
GW2580,246.91,24,Human,hWT,2990.605462
GW2580,82.30,24,Human,hWT,3362.845948
GW2580,27.43,24,Human,hWT,3494.20503
GW2580,9.14,24,Human,hWT,3329.252832
GW2580,3.05,24,Human,hWT,3431.780009
GW2580,1.02,24,Human,hWT,3087.797298
GW2580,20000.00,24,Human,hWT,2126.997074
GW2580,6666.67,24,Human,hWT,2009.119058
GW2580,2222.22,24,Human,hWT,1564.608364
GW2580,740.74,24,Human,hWT,2106.297173
GW2580,246.91,24,Human,hWT,3062.512057
GW2580,82.30,24,Human,hWT,3325.857992
GW2580,27.43,24,Human,hWT,3398.369221
GW2580,9.14,24,Human,hWT,3340.218502
GW2580,3.05,24,Human,hWT,3231.720998
GW2580,1.02,24,Human,hWT,2817.222129
BLZ945,20000.00,24,Human,hWT,1622.450848
BLZ945,6666.67,24,Human,hWT,1525.316024
BLZ945,2222.22,24,Human,hWT,1357.673275
BLZ945,740.74,24,Human,hWT,1940.005913
BLZ945,246.91,24,Human,hWT,2942.655108
BLZ945,82.30,24,Human,hWT,3514.237052
BLZ945,27.43,24,Human,hWT,3590.966903
BLZ945,9.14,24,Human,hWT,3425.736426
BLZ945,3.05,24,Human,hWT,3355.412524
BLZ945,1.02,24,Human,hWT,3039.122045
BLZ945,20000.00,24,Human,hWT,1692.575874
BLZ945,6666.67,24,Human,hWT,1448.082295
BLZ945,2222.22,24,Human,hWT,1444.196297
BLZ945,740.74,24,Human,hWT,1817.153748
BLZ945,246.91,24,Human,hWT,2854.045582
BLZ945,82.30,24,Human,hWT,3169.109285
BLZ945,27.43,24,Human,hWT,3499.730203
BLZ945,9.14,24,Human,hWT,3366.598515
BLZ945,3.05,24,Human,hWT,3296.453381
BLZ945,1.02,24,Human,hWT,2845.912746
BLZ945,20000.00,24,Human,hWT,1530.923228
BLZ945,6666.67,24,Human,hWT,1346.954731
BLZ945,2222.22,24,Human,hWT,1167.726246
BLZ945,740.74,24,Human,hWT,1656.046807
BLZ945,246.91,24,Human,hWT,2516.622775
BLZ945,82.30,24,Human,hWT,2867.190964
BLZ945,27.43,24,Human,hWT,3006.069876
BLZ945,9.14,24,Human,hWT,3174.097952
BLZ945,3.05,24,Human,hWT,2811.271922
BLZ945,1.02,24,Human,hWT,2759.360474
