Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200,72,Mouse,G793A,1457.718587
hCSF1,66.67,72,Mouse,G793A,1191.6285
hCSF1,22.22,72,Mouse,G793A,975.088883
hCSF1,7.41,72,Mouse,G793A,527.814241
hCSF1,2.47,72,Mouse,G793A,344.160466
hCSF1,0.82,72,Mouse,G793A,228.307416
hCSF1,0.27,72,Mouse,G793A,192.720777
hCSF1,0.09,72,Mouse,G793A,204.320695
hCSF1,0.03,72,Mouse,G793A,212.87716
hCSF1,0.01,72,Mouse,G793A,180.969053
hCSF1,200,72,Mouse,G793A,1421.726779
hCSF1,66.67,72,Mouse,G793A,1345.362497
hCSF1,22.22,72,Mouse,G793A,826.307884
hCSF1,7.41,72,Mouse,G793A,576.070531
hCSF1,2.47,72,Mouse,G793A,376.585901
hCSF1,0.82,72,Mouse,G793A,281.79721
hCSF1,0.27,72,Mouse,G793A,232.125732
hCSF1,0.09,72,Mouse,G793A,232.225507
hCSF1,0.03,72,Mouse,G793A,225.579731
hCSF1,0.01,72,Mouse,G793A,199.171319
mCSF1,200,72,Mouse,G793A,1516.423668
mCSF1,66.67,72,Mouse,G793A,1407.362448
mCSF1,22.22,72,Mouse,G793A,1351.135937
mCSF1,7.41,72,Mouse,G793A,629.175531
mCSF1,2.47,72,Mouse,G793A,351.023227
mCSF1,0.82,72,Mouse,G793A,305.61503
mCSF1,0.27,72,Mouse,G793A,246.549785
mCSF1,0.09,72,Mouse,G793A,244.833221
mCSF1,0.03,72,Mouse,G793A,235.248483
mCSF1,0.01,72,Mouse,G793A,245.359087
mCSF1,200,72,Mouse,G793A,1666.366079
mCSF1,66.67,72,Mouse,G793A,1581.331259
mCSF1,22.22,72,Mouse,G793A,1289.560295
mCSF1,7.41,72,Mouse,G793A,594.489588
mCSF1,2.47,72,Mouse,G793A,372.187459
mCSF1,0.82,72,Mouse,G793A,306.180104
mCSF1,0.27,72,Mouse,G793A,250.882747
mCSF1,0.09,72,Mouse,G793A,237.043341
mCSF1,0.03,72,Mouse,G793A,228.801373
mCSF1,0.01,72,Mouse,G793A,221.257244
PLX3397,20000,72,Mouse,G793A,504.95652
PLX3397,6666.67,72,Mouse,G793A,454.422128
PLX3397,2222.22,72,Mouse,G793A,234.345808
PLX3397,740.74,72,Mouse,G793A,362.654322
PLX3397,246.91,72,Mouse,G793A,683.997677
PLX3397,82.3,72,Mouse,G793A,813.563944
PLX3397,27.43,72,Mouse,G793A,1195.020592
PLX3397,9.14,72,Mouse,G793A,1141.75907
PLX3397,3.05,72,Mouse,G793A,1241.171802
PLX3397,1.02,72,Mouse,G793A,920.441824
PLX3397,20000,72,Mouse,G793A,701.54312
PLX3397,6666.67,72,Mouse,G793A,562.527894
PLX3397,2222.22,72,Mouse,G793A,384.074089
PLX3397,740.74,72,Mouse,G793A,518.809096
PLX3397,246.91,72,Mouse,G793A,933.337688
PLX3397,82.3,72,Mouse,G793A,1203.546973
PLX3397,27.43,72,Mouse,G793A,1035.215631
PLX3397,9.14,72,Mouse,G793A,1056.788843
PLX3397,3.05,72,Mouse,G793A,1013.258401
PLX3397,1.02,72,Mouse,G793A,776.406614
