Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200,72,Human,hWT,4366.253223
hCSF1,66.67,72,Human,hWT,3827.435718
hCSF1,22.22,72,Human,hWT,1659.161555
hCSF1,7.41,72,Human,hWT,631.091555
hCSF1,2.47,72,Human,hWT,436.911679
hCSF1,0.82,72,Human,hWT,347.119659
hCSF1,0.27,72,Human,hWT,290.163611
hCSF1,0.09,72,Human,hWT,325.851943
hCSF1,0.03,72,Human,hWT,291.044834
hCSF1,0.01,72,Human,hWT,442.062389
hCSF1,200,72,Human,hWT,3691.274235
hCSF1,66.67,72,Human,hWT,3971.264444
hCSF1,22.22,72,Human,hWT,1455.008727
hCSF1,7.41,72,Human,hWT,682.481797
hCSF1,2.47,72,Human,hWT,421.08238
hCSF1,0.82,72,Human,hWT,378.766341
hCSF1,0.27,72,Human,hWT,379.758554
hCSF1,0.09,72,Human,hWT,323.290436
hCSF1,0.03,72,Human,hWT,214.731904
hCSF1,0.01,72,Human,hWT,363.049475
hCSF1,200,72,Human,hWT,4251.609399
hCSF1,66.67,72,Human,hWT,3822.749638
hCSF1,22.22,72,Human,hWT,1676.249761
hCSF1,7.41,72,Human,hWT,704.626927
hCSF1,2.47,72,Human,hWT,361.061695
hCSF1,0.82,72,Human,hWT,376.098799
hCSF1,0.27,72,Human,hWT,349.131928
hCSF1,0.09,72,Human,hWT,336.931692
hCSF1,0.03,72,Human,hWT,342.390665
hCSF1,0.01,72,Human,hWT,268.677091
mCSF1,200,72,Human,hWT,607.13923
mCSF1,66.67,72,Human,hWT,451.508868
mCSF1,22.22,72,Human,hWT,346.034836
mCSF1,7.41,72,Human,hWT,347.606228
mCSF1,2.47,72,Human,hWT,361.171297
mCSF1,0.82,72,Human,hWT,332.703791
mCSF1,0.27,72,Human,hWT,306.768815
mCSF1,0.09,72,Human,hWT,316.577965
mCSF1,0.03,72,Human,hWT,299.75588
mCSF1,0.01,72,Human,hWT,313.941261
mCSF1,200,72,Human,hWT,747.407197
mCSF1,66.67,72,Human,hWT,484.514119
mCSF1,22.22,72,Human,hWT,400.229272
mCSF1,7.41,72,Human,hWT,317.458319
mCSF1,2.47,72,Human,hWT,421.905761
mCSF1,0.82,72,Human,hWT,323.228182
mCSF1,0.27,72,Human,hWT,297.730274
mCSF1,0.09,72,Human,hWT,313.289547
mCSF1,0.03,72,Human,hWT,290.364356
mCSF1,0.01,72,Human,hWT,321.726721
mCSF1,200,72,Human,hWT,647.198633
mCSF1,66.67,72,Human,hWT,452.767545
mCSF1,22.22,72,Human,hWT,353.99903
mCSF1,7.41,72,Human,hWT,292.808982
mCSF1,2.47,72,Human,hWT,343.12618
mCSF1,0.82,72,Human,hWT,313.818617
mCSF1,0.27,72,Human,hWT,286.74485
mCSF1,0.09,72,Human,hWT,241.564056
mCSF1,0.03,72,Human,hWT,298.469049
mCSF1,0.01,72,Human,hWT,254.515986
