Compound,Concentration,Hour,Species,Variant,Value
PLX5622,20000.00,48,Mouse,FVB_WT,3222.652803
PLX5622,6666.67,48,Mouse,FVB_WT,1670.726433
PLX5622,2222.22,48,Mouse,FVB_WT,993.3698898
PLX5622,740.74,48,Mouse,FVB_WT,862.109375
PLX5622,246.91,48,Mouse,FVB_WT,1125.553735
PLX5622,82.30,48,Mouse,FVB_WT,1491.910438
PLX5622,27.43,48,Mouse,FVB_WT,2695.058198
PLX5622,9.14,48,Mouse,FVB_WT,6745.908717
PLX5622,3.05,48,Mouse,FVB_WT,18997.84364
PLX5622,1.02,48,Mouse,FVB_WT,51991.49414
PLX5622,20000.00,48,Mouse,FVB_WT,2748.03719
PLX5622,6666.67,48,Mouse,FVB_WT,1913.500538
PLX5622,2222.22,48,Mouse,FVB_WT,1282.41899
PLX5622,740.74,48,Mouse,FVB_WT,946.158553
PLX5622,246.91,48,Mouse,FVB_WT,1076.74586
PLX5622,82.30,48,Mouse,FVB_WT,1501.223431
PLX5622,27.43,48,Mouse,FVB_WT,3629.626649
PLX5622,9.14,48,Mouse,FVB_WT,7659.232184
PLX5622,3.05,48,Mouse,FVB_WT,25196.14215
PLX5622,1.02,48,Mouse,FVB_WT,40841.81463
GW2580,20000.00,48,Mouse,FVB_WT,4061.641199
GW2580,6666.67,48,Mouse,FVB_WT,2193.133442
GW2580,2222.22,48,Mouse,FVB_WT,1423.817291
GW2580,740.74,48,Mouse,FVB_WT,1299.283309
GW2580,246.91,48,Mouse,FVB_WT,2705.226176
GW2580,82.30,48,Mouse,FVB_WT,16182.381
GW2580,27.43,48,Mouse,FVB_WT,33987.5669
GW2580,9.14,48,Mouse,FVB_WT,142474.2936
GW2580,3.05,48,Mouse,FVB_WT,178979.8986
GW2580,1.02,48,Mouse,FVB_WT,48968.78906
GW2580,20000.00,48,Mouse,FVB_WT,3773.248532
GW2580,6666.67,48,Mouse,FVB_WT,1834.244136
GW2580,2222.22,48,Mouse,FVB_WT,1240.577484
GW2580,740.74,48,Mouse,FVB_WT,1332.039969
GW2580,246.91,48,Mouse,FVB_WT,4002.834557
GW2580,82.30,48,Mouse,FVB_WT,17109.98053
GW2580,27.43,48,Mouse,FVB_WT,45748.72548
GW2580,9.14,48,Mouse,FVB_WT,110294.0943
GW2580,3.05,48,Mouse,FVB_WT,69580.39885
GW2580,1.02,48,Mouse,FVB_WT,45729.21336
BLZ945,20000.00,48,Mouse,FVB_WT,1858.496017
BLZ945,6666.67,48,Mouse,FVB_WT,1038.863533
BLZ945,2222.22,48,Mouse,FVB_WT,808.1445852
BLZ945,740.74,48,Mouse,FVB_WT,925.4479436
BLZ945,246.91,48,Mouse,FVB_WT,1418.07887
BLZ945,82.30,48,Mouse,FVB_WT,4738.881579
BLZ945,27.43,48,Mouse,FVB_WT,43315.16703
BLZ945,9.14,48,Mouse,FVB_WT,71776.79603
BLZ945,3.05,48,Mouse,FVB_WT,99737.56793
BLZ945,1.02,48,Mouse,FVB_WT,34483.22401
BLZ945,20000.00,48,Mouse,FVB_WT,1927.464092
BLZ945,6666.67,48,Mouse,FVB_WT,1113.096993
BLZ945,2222.22,48,Mouse,FVB_WT,856.5102492
BLZ945,740.74,48,Mouse,FVB_WT,859.3328999
BLZ945,246.91,48,Mouse,FVB_WT,1402.035056
BLZ945,82.30,48,Mouse,FVB_WT,5261.169122
BLZ945,27.43,48,Mouse,FVB_WT,46992.89063
BLZ945,9.14,48,Mouse,FVB_WT,61854.42837
BLZ945,3.05,48,Mouse,FVB_WT,62364.48568
BLZ945,1.02,48,Mouse,FVB_WT,132025.2404
