Compound,Concentration,Hour,Species,Variant,Value
PLX3397,20000.00,48,Human,hWT,1387.078697
PLX3397,6666.67,48,Human,hWT,821.553224
PLX3397,2222.22,48,Human,hWT,489.154659
PLX3397,740.74,48,Human,hWT,383.281369
PLX3397,246.91,48,Human,hWT,459.650173
PLX3397,82.30,48,Human,hWT,1078.97071
PLX3397,27.43,48,Human,hWT,1582.742744
PLX3397,9.14,48,Human,hWT,2138.413469
PLX3397,3.05,48,Human,hWT,2220.284218
PLX3397,1.02,48,Human,hWT,2520.957592
PLX3397,20000.00,48,Human,hWT,1282.126072
PLX3397,6666.67,48,Human,hWT,1131.696594
PLX3397,2222.22,48,Human,hWT,549.074
PLX3397,740.74,48,Human,hWT,437.45951
PLX3397,246.91,48,Human,hWT,552.980751
PLX3397,82.30,48,Human,hWT,1042.194594
PLX3397,27.43,48,Human,hWT,1858.910705
PLX3397,9.14,48,Human,hWT,2117.552589
PLX3397,3.05,48,Human,hWT,2436.292891
PLX3397,1.02,48,Human,hWT,2115.174911
PLX3397,20000.00,48,Human,hWT,1351.932997
PLX3397,6666.67,48,Human,hWT,905.700805
PLX3397,2222.22,48,Human,hWT,509.855401
PLX3397,740.74,48,Human,hWT,452.336313
PLX3397,246.91,48,Human,hWT,560.279416
PLX3397,82.30,48,Human,hWT,1134.062068
PLX3397,27.43,48,Human,hWT,1921.235177
PLX3397,9.14,48,Human,hWT,2200.160281
PLX3397,3.05,48,Human,hWT,2427.133602
PLX3397,1.02,48,Human,hWT,2376.770438
PLX5622,20000.00,48,Human,hWT,1290.45035
PLX5622,6666.67,48,Human,hWT,928.976888
PLX5622,2222.22,48,Human,hWT,523.263114
PLX5622,740.74,48,Human,hWT,513.532019
PLX5622,246.91,48,Human,hWT,791.75944
PLX5622,82.30,48,Human,hWT,1361.583522
PLX5622,27.43,48,Human,hWT,1944.974581
PLX5622,9.14,48,Human,hWT,2027.359231
PLX5622,3.05,48,Human,hWT,2480.560993
PLX5622,1.02,48,Human,hWT,2398.222027
PLX5622,20000.00,48,Human,hWT,1283.388419
PLX5622,6666.67,48,Human,hWT,772.510381
PLX5622,2222.22,48,Human,hWT,491.152162
PLX5622,740.74,48,Human,hWT,507.517257
PLX5622,246.91,48,Human,hWT,802.202778
PLX5622,82.30,48,Human,hWT,1275.799917
PLX5622,27.43,48,Human,hWT,1701.927575
PLX5622,9.14,48,Human,hWT,1985.157524
PLX5622,3.05,48,Human,hWT,2455.228425
PLX5622,1.02,48,Human,hWT,2189.058372
PLX5622,20000.00,48,Human,hWT,1351.217471
PLX5622,6666.67,48,Human,hWT,683.436575
PLX5622,2222.22,48,Human,hWT,465.956089
PLX5622,740.74,48,Human,hWT,444.768078
PLX5622,246.91,48,Human,hWT,800.491133
PLX5622,82.30,48,Human,hWT,1311.511255
PLX5622,27.43,48,Human,hWT,1720.346605
PLX5622,9.14,48,Human,hWT,2074.402455
PLX5622,3.05,48,Human,hWT,2455.720214
PLX5622,1.02,48,Human,hWT,2484.92313
