Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200.00,48,Human,hWT,3456.927748
hCSF1,66.67,48,Human,hWT,3046.39913
hCSF1,22.22,48,Human,hWT,2362.630952
hCSF1,7.41,48,Human,hWT,1162.49577
hCSF1,2.47,48,Human,hWT,846.974549
hCSF1,0.82,48,Human,hWT,683.023102
hCSF1,0.27,48,Human,hWT,597.276172
hCSF1,0.09,48,Human,hWT,641.779113
hCSF1,0.03,48,Human,hWT,579.361807
hCSF1,0.01,48,Human,hWT,781.592526
hCSF1,200.00,48,Human,hWT,2719.852357
hCSF1,66.67,48,Human,hWT,3370.188071
hCSF1,22.22,48,Human,hWT,2275.038113
hCSF1,7.41,48,Human,hWT,1196.195109
hCSF1,2.47,48,Human,hWT,810.403953
hCSF1,0.82,48,Human,hWT,720.153277
hCSF1,0.27,48,Human,hWT,699.600158
hCSF1,0.09,48,Human,hWT,651.728551
hCSF1,0.03,48,Human,hWT,435.575573
hCSF1,0.01,48,Human,hWT,655.362228
hCSF1,200.00,48,Human,hWT,3272.312859
hCSF1,66.67,48,Human,hWT,3453.29041
hCSF1,22.22,48,Human,hWT,2414.250755
hCSF1,7.41,48,Human,hWT,1276.640988
hCSF1,2.47,48,Human,hWT,694.338316
hCSF1,0.82,48,Human,hWT,722.70171
hCSF1,0.27,48,Human,hWT,660.710993
hCSF1,0.09,48,Human,hWT,654.67853
hCSF1,0.03,48,Human,hWT,641.557977
hCSF1,0.01,48,Human,hWT,545.978749
mCSF1,200.00,48,Human,hWT,935.600204
mCSF1,66.67,48,Human,hWT,773.025799
mCSF1,22.22,48,Human,hWT,637.202667
mCSF1,7.41,48,Human,hWT,625.043544
mCSF1,2.47,48,Human,hWT,638.068911
mCSF1,0.82,48,Human,hWT,592.558396
mCSF1,0.27,48,Human,hWT,577.43674
mCSF1,0.09,48,Human,hWT,599.738239
mCSF1,0.03,48,Human,hWT,567.12916
mCSF1,0.01,48,Human,hWT,587.930986
mCSF1,200.00,48,Human,hWT,1058.300706
mCSF1,66.67,48,Human,hWT,800.530033
mCSF1,22.22,48,Human,hWT,702.49175
mCSF1,7.41,48,Human,hWT,599.487175
mCSF1,2.47,48,Human,hWT,735.616186
mCSF1,0.82,48,Human,hWT,603.331641
mCSF1,0.27,48,Human,hWT,570.678435
mCSF1,0.09,48,Human,hWT,606.028032
mCSF1,0.03,48,Human,hWT,579.583869
mCSF1,0.01,48,Human,hWT,618.521692
mCSF1,200.00,48,Human,hWT,994.967827
mCSF1,66.67,48,Human,hWT,793.517808
mCSF1,22.22,48,Human,hWT,631.061091
mCSF1,7.41,48,Human,hWT,534.247193
mCSF1,2.47,48,Human,hWT,625.88381
mCSF1,0.82,48,Human,hWT,598.353866
mCSF1,0.27,48,Human,hWT,544.234674
mCSF1,0.09,48,Human,hWT,476.272622
mCSF1,0.03,48,Human,hWT,567.387072
mCSF1,0.01,48,Human,hWT,522.130664
