Compound,Concentration,Hour,Species,Variant,Value
hCSF1,200,96,Human,hWT,4614.038682
hCSF1,66.67,96,Human,hWT,2626.189931
hCSF1,22.22,96,Human,hWT,731.59693
hCSF1,7.41,96,Human,hWT,285.605404
hCSF1,2.47,96,Human,hWT,205.096138
hCSF1,0.82,96,Human,hWT,179.443457
hCSF1,0.27,96,Human,hWT,146.22057
hCSF1,0.09,96,Human,hWT,155.587556
hCSF1,0.03,96,Human,hWT,149.32734
hCSF1,0.01,96,Human,hWT,245.732811
hCSF1,200,96,Human,hWT,4146.072661
hCSF1,66.67,96,Human,hWT,2677.543362
hCSF1,22.22,96,Human,hWT,669.753919
hCSF1,7.41,96,Human,hWT,317.968192
hCSF1,2.47,96,Human,hWT,217.268556
hCSF1,0.82,96,Human,hWT,201.580143
hCSF1,0.27,96,Human,hWT,185.440783
hCSF1,0.09,96,Human,hWT,167.60623
hCSF1,0.03,96,Human,hWT,102.064611
hCSF1,0.01,96,Human,hWT,209.618529
hCSF1,200,96,Human,hWT,4104.20589
hCSF1,66.67,96,Human,hWT,2474.988203
hCSF1,22.22,96,Human,hWT,797.080468
hCSF1,7.41,96,Human,hWT,337.469016
hCSF1,2.47,96,Human,hWT,194.468401
hCSF1,0.82,96,Human,hWT,203.692107
hCSF1,0.27,96,Human,hWT,197.723377
hCSF1,0.09,96,Human,hWT,178.931835
hCSF1,0.03,96,Human,hWT,185.947031
hCSF1,0.01,96,Human,hWT,135.383118
mCSF1,200,96,Human,hWT,363.360633
mCSF1,66.67,96,Human,hWT,251.596639
mCSF1,22.22,96,Human,hWT,190.625116
mCSF1,7.41,96,Human,hWT,189.171649
mCSF1,2.47,96,Human,hWT,206.956476
mCSF1,0.82,96,Human,hWT,184.618828
mCSF1,0.27,96,Human,hWT,168.80803
mCSF1,0.09,96,Human,hWT,173.387395
mCSF1,0.03,96,Human,hWT,151.252469
mCSF1,0.01,96,Human,hWT,176.203049
mCSF1,200,96,Human,hWT,475.41266
mCSF1,66.67,96,Human,hWT,267.612544
mCSF1,22.22,96,Human,hWT,215.454517
mCSF1,7.41,96,Human,hWT,154.288328
mCSF1,2.47,96,Human,hWT,224.812121
mCSF1,0.82,96,Human,hWT,177.022943
mCSF1,0.27,96,Human,hWT,142.05724
mCSF1,0.09,96,Human,hWT,163.421536
mCSF1,0.03,96,Human,hWT,150.1847
mCSF1,0.01,96,Human,hWT,170.65425
mCSF1,200,96,Human,hWT,402.215908
mCSF1,66.67,96,Human,hWT,231.76627
mCSF1,22.22,96,Human,hWT,185.162809
mCSF1,7.41,96,Human,hWT,153.933139
mCSF1,2.47,96,Human,hWT,189.039418
mCSF1,0.82,96,Human,hWT,164.620787
mCSF1,0.27,96,Human,hWT,148.845129
mCSF1,0.09,96,Human,hWT,121.65632
mCSF1,0.03,96,Human,hWT,166.266902
mCSF1,0.01,96,Human,hWT,127.0919
